产地,产品类型,阶段,检验日期,生产日期,产品编号,规格型号,材质分类,产品分类,产品批号,原材料,原材料批号,模具编号,总数量,合格数,一次硫化合格率,"不合格
数量",一次硫化缺胶,"一次硫化开
裂",一次硫化杂质,型腔坏,一硫尺寸不合格,"一次硫化合模线
撕裂","一次硫
化粘模",一次硫化污染,"一次硫化
凹陷",一次硫化合模线粗,一次硫化流痕,一次硫化气泡,一次硫熔接不良,"一次硫化
其他",操作员,二次硫化检查总数pcs,"总不
合格数pcs","总合
格率%",最终良品数pcs,污染,"杂质
","表面
凹陷","合模线
凹陷",合模线撕裂,"粘胶
",粘皮,缺胶,断裂,毛刺,开裂 ,气泡,压痕,尺寸不合格,粘模,划伤,表面发亮异点,修边不良,油污,焦烧,堵孔,水印印迹,变形,合模线开裂,合模线分开,拉丝,裁断不良,"胶
不
熟",加工痕迹,生锈,流痕,熔接不良,色差,打磨过度,混料,激光不良,其他,检验员,工时数H,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/13,2024/3/27,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,24020549-A,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,453,66,85.43%,387,0,0,52,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,苏莹丹,,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/13,2024/4/16,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,24020549-A,,A20240313334,,2117,,0.00%,0,,,,,,,,,,,,,,,,506,206,59.29%,300,0,0,149,0,0,0,26,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,苏莹丹,2,,,,,,,,,,,,,,,,
外购,/,/,2024/5/13,/,0902020122,高温型VMQ本色60邵A FIMS背板密封硅胶片,VMQ本色,橡胶异形件,/,/,/,/,2,,0.00%,0,,,,,,,,,,,,,,,,2,1,50.00%,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,苏莹丹,0.5,,,,,,,,,,,,,,,,
外购,/,/,2024/5/13,/,0901010041,FKM黑色75邵A 75.92*1.78,FKM黑色,美标O型圈,/,/,/,/,90,,0.00%,0,,,,,,,,,,,,,,,,90,8,91.11%,82,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,苏莹丹,0.25,,,,,,,,,,,,,,,,
外购,/,/,2024/5/13,/,0901060059,丁腈橡胶邵A70度黑色23.52*1.78,丁腈橡胶,定制O型圈,/,/,/,/,20,,0.00%,0,,,,,,,,,,,,,,,,20,0,100.00%,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,苏莹丹,0.17,0,,,,,,,,,,,,,,,
外购,/,/,2024/5/13,/,0901060052,EPDM黑色70邵A 27.5*1.5,EPDM黑色,定制O型圈,/,/,/,/,1700,,0.00%,0,,,,,,,,,,,,,,,,1716,399,76.75%,1317,0,354,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,苏莹丹,3.17,,,,,,,,,,,,,,,,
外购,/,/,2024/5/13,/,0304030017,树脂喷涂标识牌,/,塑料件,/,/,/,/,10000,,0.00%,0,,,,,,,,,,,,,,,,9949,12,99.88%,9937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,苏莹丹,3.42,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/13,2024/5/9,0102010066,NBR黑色70邵A+夹布 膜片 46*62.60*1.27,NBR黑色,夹布膜片,24042747,0304010013,20240112,0603010130-B,4168,,0.00%,0,,,,,,,,,,,,,,,,1116,22,98.03%,1094,0,10,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,7,程丽,7.5,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/13,2024/4/1,0102010072,FVMQ红棕色57邵A 平膜片 22.6*2.2*0.7,FVMQ红棕色,膜片,23121977,XG6006C,23-SO-66,0603010156-C,9792,9792,100.00%,0,0,0,0,,,0,0,,0,,,0,,0,王杰,1058,58,94.52%,1000,0,47,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,程丽,2,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/14,2024/3/16,0101020527,FKM红色60邵A 234.1*94.8*6.5,FKM红色,定制异形件,240131-0005,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,403,184,54.34%,219,0,35,54,51,0,0,0,0,0,0,30,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,陈安琪,5.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/14,2023/12/25,0101020245,FKM黑色75邵A φ28.98*7.92 D-0750-469,FKM黑色,定制异形件,2023120058,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,1720,640,62.79%,1080,0,0,64,0,0,0,374,145,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,姚月平,5.5,,,,,,,,,,,,,,,,
上海,汽车,样品,2024/5/14,2024/5/13,0101011832,EPDM黑色70邵A 61.6*2.62,EPDM黑色,O型圈,2024053068,E7029-XG,A11896,0601050083,13,12,92.31%,1,0,1,0,,,0,0,,0,,,0,,0,付文果,12,0,100.00%,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,苏莹丹,0.25,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/14,2024/4/21,0101020268,EPDM紫色40邵A 环形密封圈 59.2*34.2*8.8,EPDM紫色,定制异形件,2024042812-2,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,1407,147,89.55%,1260,33,0,44,0,0,0,20,2,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,曹长侠,3.3,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/14,2024/5/13,1206012114,FKM黑色70邵A 2-114 15.54*2.62,FKM黑色,美标O型圈,2024053102,HPE5011WR,B2023102806,0601050464,11,10,90.91%,1,0,0,0,,,0,0,,0,,,1,,0,王杰,10,0,100.00%,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,方园园,0.25,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/14,2024/5/13,1206012229,FKM黑色70邵A 2-229 59.92*3.53,FKM黑色,美标O型圈,2024053102,HPE5011WR,B2023102805,0601050535,8,5,62.50%,3,0,0,0,,,0,0,,3,,,0,,0,彭炀,5,0,100.00%,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,方园园,0.25,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/14,2024/5/12,1206012109,FKM黑色70邵A 2-109 7.59*2.62,FKM黑色,美标O型圈,2024053102,HPE5011WR,B2023102805,0601050502,20,13,65.00%,7,7,0,0,,,0,0,,0,,,0,,0,吴蓉,13,2,84.62%,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,方园园,0.25,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/14,2024/5/13,1206012222,FKM黑色70邵A 2-222 37.69*3.53,FKM黑色,美标O型圈,2024053102,HPE5011WR,B2023102805,0601050514,6,6,100.00%,0,0,0,0,,,0,0,,0,,,0,,0,吴蓉,6,0,100.00%,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,周志杰,0.33,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/14,2024/5/13,1206012341,FKM黑色70邵A 2-341 88.27*5.33,FKM黑色,美标O型圈,2024053102,HPE5011WR,B2023102805,0601050169,7,7,100.00%,0,0,0,0,,,0,0,,0,,,0,,0,王杰/杨峭,7,0,100.00%,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,周志杰,0.33,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/14,2024/5/13,1206012461,FKM黑色70邵A 2-461 405.26*6.99,FKM黑色,美标O型圈,2024053102,HPE5011WR,B2023102805,0601050472,5,4,80.00%,1,0,0,1,,,0,0,,0,,,0,,0,吴蓉,4,0,100.00%,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,周志杰,0.66,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/14,2024/4/27,0102010043,FVMQ橘红色60邵A 异形阀片,FVMQ橘红色,膜片,24012151,SF6041-XG,Q02789,0603010150-H,,,#DIV/0!,0,,,,,,,,,,,,,,,,12959,1959,84.88%,11000,0,1304,0,0,0,8,0,0,0,0,0,0,0,0,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,刘利利,11,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/14,2024/4/25,0102010072,FVMQ红棕色57邵A 平膜片 22.6*2.2*0.7,FVMQ红棕色,膜片,23121977,6006C-XG,24-SO-66,0603010156-C,,,#DIV/0!,0,,,,,,,,,,,,,,,,7320,750,89.75%,6570,0,0,497,8,0,0,21,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,随云,7,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/14,2024/4/16,0101020245,FKM黑色75邵A φ28.98*7.92 D-0750-469,FKM黑色,定制异形件,2024042779,,,,3260,3260,100.00%,0,,,,,,,,,,,,,,,,1539,249,83.82%,1290,0,0,203,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,随云,4,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/14,2024/4/1,0102010072,FVMQ红棕色57邵A 平膜片 22.6*2.2*0.7,FVMQ红棕色,膜片,23121977,XG6006C,23-SO-66,0603010156-C,,,#DIV/0!,0,,,,,,,,,,,,,,,,9956,1526,84.67%,8430,0,1491,25,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,程丽,11,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/14,2024/3/27,0102010072,FVMQ红棕色57邵A 平膜片 22.6*2.2*0.7,FVMQ红棕色,膜片,23121977,XG6006C,24-SO-88,0603010156-C,10512,10512,100.00%,0,0,0,0,,,0,0,,0,,,0,,0,王杰,6216,216,96.53%,6000,0,0,206,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,姚月平,5.5,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/14,2024-2-27-1,0102010070,FVMQ橘红色60邵A φ14.5*φ2.5*0.62,FVMQ橘红色,膜片,24012125,SF6041-XG,Q02513,0603010148-E,,,#DIV/0!,0,,,,,,,,,,,,,,,,12086,2496,79.35%,9590,0,2395,0,0,0,0,12,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,任菊,9.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/14,2024/5/6,0101020378,FKM黑色75邵A  D12503415850,FKM黑色,定制异形件,2024043011,,,,290,,0.00%,0,,,,,,,,,,,,,,,,293,17,94.20%,276,0,0,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,任菊,1.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/14,2024/4/16,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024032598-1,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,2107,297,85.90%,1810,0,8,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,杨连芳,11,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/14,2024/5/6,0102010072,FVMQ红棕色57邵A 平膜片 22.6*2.2*0.7,FVMQ红棕色,膜片,23121977,AFS-XG6006C,24-SO-110,0603010156-C,11088,11072,99.86%,16,0,0,0,,,0,0,,0,,,0,,16,于鑫鑫,5215,215,95.88%,5000,0,210,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,陈安琪,5.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/14,2024/4/17,0101020268,EPDM紫色40邵A 环形密封圈 59.2*34.2*8.8,EPDM紫色,定制异形件,2024042812-2,,,,2920,,0.00%,0,,,,,,,,,,,,,,,,1698,668,60.66%,1030,38,0,0,250,0,0,55,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,陈燕,6.5,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/14,2024/3/29,0102010072,FVMQ红棕色57邵A 平膜片 22.6*2.2*0.7,FVMQ红棕色,膜片,23121977,AFS-XG6006C,24-SO-88,0603010156-C,11376,11376,100.00%,0,0,0,0,,,0,0,,0,,,0,,0,王杰,4152,152,96.34%,4000,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,陈燕,4.5,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/14,2024-3-21-1,0102010079,FVMQ橘红色60邵A 单向阀阀片 φ14.5*φ2.6*0.6,FVMQ橘红色,膜片,24012133,SF6041-XG,Q02528,0603010151,,,#DIV/0!,0,,,,,,,,,,,,,,,,7452,3452,53.68%,4000,0,2822,0,0,0,32,0,0,0,0,0,0,0,0,0,59,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,李春仙,11,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/14,2024/3/20,0101020527,FKM红色60邵A 234.1*94.8*6.5,FKM红色,定制异形件,240131-0005,,,,604,,0.00%,0,,,,,,,,,,,,,,,,485,68,85.98%,417,14,0,21,0,0,0,0,7,0,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,林顺春,3.16,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/14,2023/12/27,0101020245,FKM黑色75邵A φ28.98*7.92 D-0750-469,FKM黑色,定制异形件,23120086,,,,4980,,0.00%,0,,,,,,,,,,,,,,,,2129,689,67.64%,1440,0,32,112,0,0,0,460,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,林顺春,6.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/14,2024/4/16,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,24020549 -A,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,594,355,40.24%,239,0,0,243,0,0,0,51,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,苏莹丹,1.66,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/14,2024/2/24,0101020171,HNBR绿色60邵A 膜片,HNBR绿色,定制异形件,24012242,HR6031-XG,A13428,0601020084,17680,17647,99.81%,33,0,0,0,,,0,0,,0,,,0,,33,王杰,4472,472,89.45%,4000,25,0,0,0,0,0,43,2,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,苏莹丹,8.25,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/14,2024/5/8,0103020084,铜 + 低温FKM黑色75邵A BODY-VALVE,FKM黑色,橡胶金属结合件,2024053032,KC7501118AVPL,2M02311210150,0601040032,,,#DIV/0!,0,,,,,,,,,,,,,,,,421,56,86.70%,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,曹文文,7,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/14,2024/5/11,0103020084,铜 + 低温FKM黑色75邵A BODY-VALVE,FKM黑色,橡胶金属结合件,2024053032,KC7501118AVPL,2M02311210150,0601040032,448,430,95.98%,18,3,0,0,,,0,0,,0,,,0,,15,姚书川,366,16,95.63%,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,曹文文,4,,,,,,,,,,,,,,,,
上海,汽车,样品,2024/5/14,2024/5/12,0101020780,HNBR黑色70邵A 片材 110*110*0.6,HNBR黑色,定制异形件,2024053089,HD7023-XG,A09076,0601030023,11,11,100.00%,0,0,0,0,,,0,0,,0,,,0,,0,彭炀,11,6,45.45%,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,0,苏莹丹,0.17,,,,,,,,,,,,,,,,
上海,汽车,样品,2024/5/14,2024/5/12,0101020781,NBR黑色70邵A 片材 110*110*0.6,NBR黑色,定制异形件,2024053089,N7026,A08454,0601030023,10,10,100.00%,0,0,0,0,,,0,0,,0,,,0,,0,彭炀,10,5,50.00%,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,,,0,苏莹丹,0.17,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/14,2024/5/13,1206012389,FKM黑色70邵A 2-389 506.86*5.33,FKM黑色,美标O型圈,2024053102,HPE5011WR,B2023102806,0601050347,9,7,77.78%,2,0,0,0,,,0,0,,0,,,0,,2,王杰,7,1,85.71%,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,方园园,1,,,,,,,,,,,,,,,,
上海,汽车,样品,2024/5/15,2024/5/13,0101011399,耐低温HNBR黑色70邵A 56.87*1.78,HNBR黑色,O型圈,2024053068,HD7023-XG,A09076,0604010045,34,34,100.00%,0,0,0,0,,,0,0,,0,,,0,,0,彭炀,34,0,100.00%,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,林顺春,1,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/15,2024/5/13,0101020773,FKM黑色70邵A  异型密封圈 φ1480.65*7*7.2,FKM黑色,定制异形件,2024042995,HPE5021SP,B2024031106,0601010691,8,5,62.50%,3,0,0,0,,,0,0,,3,,,0,,0,代曹磊,5,0,100.00%,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,周志杰,,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/15,2024-3-21-1,0102010079,FVMQ橘红色60邵A 单向阀阀片 φ14.5*φ2.6*0.6,FVMQ橘红色,膜片,24012133,SF6041-XG,Q02528,0603010151,,,#DIV/0!,0,,,,,,,,,,,,,,,,9419,3419,63.70%,6000,0,2828,0,0,0,46,0,0,0,0,0,0,0,0,0,72,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,李春仙,11,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/15,2024/5/6,0102010072,FVMQ红棕色57邵A 平膜片 22.6*2.2*0.7,FVMQ红棕色,膜片,23121977,AFS-XG6006C,24-SO-110,0603010156-C,,,#DIV/0!,0,,,,,,,,,,,,,,,,5805,395,93.20%,5410,0,390,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,陈安琪,4.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/15,2024/4/27,0101020245,FKM黑色75邵A φ28.98*7.92 D-0750-469,FKM黑色,定制异形件,2024042779,,,,6430,6430,100.00%,0,,,,,,,,,,,,,,,,3170,130,95.90%,3040,0,7,121,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,陈安琪,6.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/15,2024/3/8,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,23120123-B,,,,4475,4475,100.00%,0,,,,,,,,,,,,,,,,4302,802,81.36%,3500,0,0,446,0,0,0,69,119,0,161,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,肖亚男,11,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/15,2024/3/8,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,23120123-B,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,1902,192,89.91%,1710,12,0,129,0,0,0,12,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,杨连芳,3.5,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/15,2024/4/7,0102010072,FVMQ红棕色57邵A 平膜片 22.6*2.2*0.7,FVMQ红棕色,膜片,23121977,AFS-XG6006C,24-SO-110,0603010156-C,8928,8912,99.82%,16,0,0,0,,,0,0,,0,,,0,,16,于鑫鑫,8887,157,98.23%,8730,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,杨连芳,6,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/15,2024/4/1,0101020171,HNBR绿色60邵A 膜片,HNBR绿色,定制异形件,2024032694-2,,,,14098,14098,100.00%,0,,,,,,,,,,,,,,,,1020,20,98.04%,1000,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,杨连芳,1.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/15,2024/3/8,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,23120123-B,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,2491,491,80.29%,2000,0,0,378,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,任菊,6.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/15,2024/5/6,0101020378,FKM黑色75邵A  D12503415850,FKM黑色,定制异形件,2024043011,,,,535,535,100.00%,0,,,,,,,,,,,,,,,,532,42,92.11%,490,0,0,0,8,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,任菊,2,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/15,2024/5/5,0101020378,FKM黑色75邵A  D12503415850,FKM黑色,定制异形件,2024043011,,,,255,255,100.00%,0,,,,,,,,,,,,,,,,249,9,96.39%,240,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,任菊,1,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/15,2024/3/31,0101020268,EPDM紫色40邵A 环形密封圈 59.2*34.2*8.8,EPDM紫色,定制异形件,2024032695-4,,,,3065,3065,100.00%,0,,,,,,,,,,,,,,,,254,54,78.74%,200,0,14,0,0,0,0,23,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,任菊,1.5,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/15,2024/3/27,0102010072,FVMQ红棕色57邵A 平膜片 22.6*2.2*0.7,FVMQ红棕色,膜片,23121977,XG6006C,24-SO-88,0603010156-C,,,#DIV/0!,0,,,,,,,,,,,,,,,,4165,165,96.04%,4000,0,155,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,姚月平,3,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/15,2024/4/16,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,24020549-B,,,,1910,1910,100.00%,0,,,,,,,,,,,,,,,,1919,709,63.05%,1210,0,0,175,0,0,0,0,225,0,81,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,姚月平,4,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/15,2024/4/28,0102010072,FVMQ红棕色57邵A 平膜片 22.6*2.2*0.7,FVMQ红棕色,膜片,23121977,XG6006C,24-SO-110,0603010156-C,10944,10928,99.85%,16,0,0,0,,,0,0,,0,,,0,,16,于鑫鑫,4164,164,96.06%,4000,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,姚月平,4,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/15,2024/4/16,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,24020549-B,,,,1648,1648,100.00%,0,,,,,,,,,,,,,,,,1573,563,64.21%,1010,0,0,346,0,0,0,31,41,0,29,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,程丽,6.75,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/15,2024/4/2,0102010072,FVMQ红棕色57邵A 平膜片 22.6*2.2*0.7,FVMQ红棕色,膜片,23121977,AFS-XG6006C,24-SO-110,0603010156-C,11232,11216,99.86%,16,0,0,0,,,0,0,,0,,,0,,16,于鑫鑫,3032,32,98.94%,3000,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,程丽,4.25,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/15,2024/4/16,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,24020549-A,,,,2173,2173,100.00%,0,,,,,,,,,,,,,,,,2181,291,86.66%,1890,0,5,103,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,陈燕,8,,,,,,,,,,,,,,,,
